av_depth,max_depth,min_depth,num_acl,num_rel_cl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_poss,num_prep,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,lemma_sim_nei,pos_sim_all,lemma_sim_all,density,ls,vs,corrected_vs,squared_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,ttr,corrected_ttr,root_ttr,log_ttr,uber_ttr,d,lv,vvi,squared_vv,corrected_vv,vvii,nv,adjv,advv,modv,der_level3,der_level4,der_level5,der_level6,mci,freq_finite_forms,freq_aux,num_inf,num_gerunds,num_pres_sing,num_pres_plur,num_past_part,num_past_simple,num_linkings,num_4grams,num_func_ngrams,num_shell_noun,num_misspelled_tokens,punct_mistakes_pp,punct_mistakes_because,punct_mistakes_but,punct_mistakes_compare,million_mistake,side_mistake,name
5.571428571428571,8,4,1,4,4,7,207,7.428571428571429,29.571428571428573,13,6,7,3,8,18,9,1,2,26.0,33.0,24.886111111111113,31.244444444444444,0.3333333333333333,0.30434782608695654,0.15384615384615385,0.3922322702763681,0.3076923076923077,0.5603864734299517,0.07729468599033816,0.03864734299516908,0.32367149758454106,92,0.4444444444444444,4.521553322083513,6.394442031083626,0.8479330623545267,245.216807347492,0.7716906551861471,0.4444444444444444,0.7692307692307693,7.6923076923076925,1.9611613513818404,0.14492753623188406,0.08695652173913043,0.14492753623188406,0.13043478260869565,0.2753623188405797,0.030303030303030304,0.15151515151515152,0.0,0.09090909090909091,4.0,0.23076923076923078,1.0769230769230769,6,5,3,0,3,7,7,1,0,0,1,0,0,1,0,0,0,AAl_10_1.txt
4.7272727272727275,9,2,5,2,0,11,210,5.090909090909091,19.09090909090909,15,12,3,7,16,9,7,5,0,16.4,20.9,16.054523809523808,20.554960317460317,0.4,0.23809523809523808,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.6761904761904762,0.07142857142857142,0.06190476190476191,0.19047619047619047,86,0.4095238095238095,4.196370313678693,5.934563810344247,0.8330386607459582,180.37316693634014,0.7434814251335067,0.4095238095238095,0.6666666666666666,8.0,2.0,0.14285714285714285,0.10952380952380952,0.09523809523809523,0.05952380952380952,0.15476190476190477,0.0,0.19148936170212766,0.0425531914893617,0.02127659574468085,5.0,0.5,0.5,3,0,6,0,8,2,3,0,0,0,1,0,0,0,0,0,0,AAl_11_1.txt
5.153846153846154,9,1,7,1,5,13,317,8.923076923076923,24.384615384615383,22,17,5,4,20,22,17,6,1,23.0,29.0,21.523770442520444,26.263041125541125,0.4227129337539432,0.31343283582089554,0.21428571428571427,0.8017837257372732,1.2857142857142858,0.6246056782334385,0.0694006309148265,0.01892744479495268,0.2870662460567823,133,0.4195583596214511,5.2821047807504256,7.470024218813014,0.8491808543088314,256.44603668594283,0.800296433702682,0.4195583596214511,0.8214285714285714,18.892857142857142,3.0735042819928804,0.17164179104477612,0.10094637223974763,0.1044776119402985,0.1044776119402985,0.208955223880597,0.045454545454545456,0.07575757575757576,0.015151515151515152,0.045454545454545456,5.0,0.35714285714285715,0.6785714285714286,9,3,8,0,13,4,13,5,0,0,3,0,0,0,0,0,0,AAl_12_1.txt
4.7272727272727275,11,2,6,1,2,11,304,5.818181818181818,27.636363636363637,26,23,3,13,17,11,15,4,1,25.6,31.4,27.43845238095238,33.9175,0.4506578947368421,0.13138686131386862,0.08695652173913043,0.29488391230979427,0.17391304347826086,0.6677631578947368,0.09210526315789473,0.039473684210526314,0.20065789473684215,155,0.5098684210526315,6.286080068817049,8.889859687484268,0.8821760852547053,244.4152336079466,0.817387838370221,0.5098684210526315,0.9130434782608695,19.17391304347826,3.0962810792528397,0.15328467153284672,0.13815789473684212,0.13138686131386862,0.15328467153284672,0.2846715328467153,0.06349206349206349,0.031746031746031744,0.047619047619047616,0.14285714285714285,4.25,0.391304347826087,0.8260869565217391,7,0,10,0,8,6,14,6,0,1,1,0,0,1,0,0,0,AAl_13_1.txt
4.5,10,3,4,1,0,10,229,5.2,22.9,15,14,1,5,20,15,11,3,0,19.555555555555557,24.77777777777778,17.283774250440917,22.069708994708996,0.4148471615720524,0.30526315789473685,0.21428571428571427,0.5669467095138409,0.6428571428571429,0.6375545851528385,0.0611353711790393,0.043668122270742356,0.25764192139737985,99,0.43231441048034935,4.625966203808378,6.542104144505388,0.8456670854947835,309.0655751996018,0.7721491655100637,0.43231441048034935,0.9285714285714286,12.071428571428571,2.456769074559977,0.1368421052631579,0.10043668122270742,0.10526315789473684,0.11578947368421053,0.22105263157894736,0.023809523809523808,0.14285714285714285,0.07142857142857142,0.07142857142857142,3.5,0.5714285714285714,0.6428571428571429,2,0,1,0,6,10,8,6,0,0,1,0,0,0,0,0,0,AAl_14_1.txt
5.555555555555555,7,5,3,0,3,9,252,7.111111111111111,28,13,9,4,6,19,18,11,2,0,19.875,26.125,18.847023809523808,24.66577380952381,0.3611111111111111,0.34065934065934067,0.125,0.35355339059327373,0.25,0.5753968253968254,0.03968253968253968,0.047619047619047616,0.33730158730158744,92,0.36507936507936506,4.09800570932384,5.795455252808151,0.8177677126309107,278.82472341204095,0.7467848301678762,0.36507936507936506,0.6875,7.5625,1.9445436482630056,0.12087912087912088,0.09126984126984126,0.07692307692307693,0.06593406593406594,0.14285714285714285,0.021739130434782608,0.10869565217391304,0.0,0.08695652173913043,4.0,0.375,0.5,1,3,4,0,7,5,14,0,0,0,3,1,0,0,0,0,0,AAl_15_1.txt
4.636363636363637,8,2,3,1,2,11,246,4.636363636363637,22.363636363636363,23,20,3,11,10,8,7,3,0,22.7,26.8,24.169484126984127,28.185,0.3780487804878049,0.1827956989247312,0.0,0.0,0.0,0.6300813008130082,0.016260162601626018,0.06504065040650407,0.28861788617886175,90,0.36585365853658536,4.0575133560034455,5.738190417570045,0.8173548933358096,212.44621624645129,0.7196820640324584,0.36585365853658536,0.7,9.8,2.2135943621178655,0.15053763440860216,0.052845528455284556,0.10752688172043011,0.17204301075268819,0.2795698924731183,0.0975609756097561,0.07317073170731707,0.07317073170731707,0.24390243902439024,5.25,0.45,0.7,8,0,15,0,2,3,5,10,3,0,2,0,0,1,0,0,0,AAl_16_1.txt
4.7,9,0,1,2,1,10,221,7.1,22.1,18,14,4,2,17,13,9,1,2,17.333333333333332,22.11111111111111,20.25030864197531,25.238756613756614,0.36199095022624433,0.1875,0.0,0.0,0.0,0.7285067873303167,0.06787330316742081,0.03167420814479638,0.17194570135746612,105,0.4751131221719457,4.994340688622188,7.063064336961281,0.8621378434645942,294.97608139205545,0.8022534768267665,0.4751131221719457,0.8333333333333334,8.333333333333334,2.041241452319315,0.125,0.11764705882352941,0.1,0.1,0.2,0.03125,0.09375,0.0625,0.09375,1.75,0.3333333333333333,1.4166666666666667,8,2,7,0,1,1,7,10,3,0,1,0,0,0,0,0,0,AAl_17_1.txt
4.555555555555555,11,3,4,0,2,9,204,5,22.666666666666668,13,11,2,3,11,18,10,4,0,16.625,22.375,16.795238095238094,22.73169642857143,0.4215686274509804,0.29069767441860467,0.0625,0.17677669529663687,0.0625,0.6323529411764706,0.08333333333333333,0.0392156862745098,0.2450980392156863,93,0.45588235294117646,4.604186074841536,6.511302390730245,0.852293573367993,283.0957975293217,0.7793731073564356,0.45588235294117646,0.6875,7.5625,1.9445436482630056,0.12790697674418605,0.11274509803921569,0.10465116279069768,0.10465116279069768,0.20930232558139536,0.07317073170731707,0.17073170731707318,0.024390243902439025,0.024390243902439025,4.5,0.4375,0.375,0,1,10,0,8,0,9,2,0,1,1,0,0,1,0,0,0,AAl_18_1.txt
6.666666666666667,11,4,7,1,6,6,224,7.5,37.333333333333336,16,9,7,2,9,11,8,4,0,34.4,44.4,31.083333333333332,40.22,0.41517857142857145,0.1827956989247312,0.15789473684210525,0.48666426339228763,0.47368421052631576,0.6428571428571429,0.06696428571428571,0.06696428571428571,0.2232142857142857,100,0.44642857142857145,4.72455591261534,6.681531047810609,0.8509740182304608,222.51130451598675,0.780219391870988,0.44642857142857145,0.8421052631578947,13.473684210526315,2.5955427380922007,0.17204301075268819,0.11607142857142858,0.13978494623655913,0.10752688172043011,0.24731182795698925,0.1,0.075,0.075,0.225,5.5,0.42105263157894735,0.5789473684210527,5,2,7,0,5,3,14,3,0,0,0,2,0,0,0,0,0,AAl_19_1.txt
