parameter,Pearson's coefficient
num_coord,-0.006634492545276632
num_poss,0.026808349392351143
num_tu,0.11704270731815707
num_part_noun,-0.05063842500958101
num_noun_inf,0.023640827166447383
pos_sim_nei,-0.04038511386729695
lemma_sim_nei,-0.048432297270209805
pos_sim_all,-0.03348673120490707
lemma_sim_all,-0.04722801108175478
