parameter,Pearson's coefficient
num_coord,0.07796836631612729
num_poss,0.02472937019029685
num_tu,0.14217465670222332
num_part_noun,-0.046090840567027044
num_noun_inf,0.0877904126764317
pos_sim_nei,-0.04586015778326183
lemma_sim_nei,-0.049409171269583184
pos_sim_all,-0.03672464684956195
lemma_sim_all,-0.04289078815734988
